,ID,Date,DoseType,DoseValue,Vax_Partial,Vax_Full
58792,IT,2022-08-11,Admin,140045918.0,50841556.0,
58793,IT,2022-08-12,Admin,140078374.0,50841958.0,
58794,IT,2022-08-13,Admin,140102765.0,50842228.0,
58795,IT,2022-08-14,Admin,140112010.0,50842375.0,
58796,IT,2022-08-15,Admin,140112817.0,50842380.0,
58797,IT,2022-08-16,Admin,140113013.0,50842381.0,
58798,IT,2022-08-17,Admin,140130682.0,50842619.0,
58799,IT,2022-08-18,Admin,140151561.0,50842963.0,
58800,IT,2022-08-19,Admin,140176870.0,50843353.0,
58801,IT,2022-08-20,Admin,140196723.0,50843606.0,
58802,IT,2022-08-21,Admin,140206005.0,50843810.0,
58803,IT,2022-08-22,Admin,140206914.0,50843838.0,
58804,IT,2022-08-23,Admin,140223263.0,50844095.0,
58805,IT,2022-08-24,Admin,140244207.0,50844438.0,
58806,IT,2022-08-25,Admin,140263939.0,50844868.0,
58807,IT,2022-08-26,Admin,140286347.0,50845334.0,
58808,IT,2022-08-27,Admin,140306904.0,50845734.0,
58809,IT,2022-08-28,Admin,140316594.0,50845986.0,
58810,IT,2022-08-29,Admin,140317786.0,50846009.0,
58811,IT,2022-08-30,Admin,140335909.0,50846354.0,
58812,IT,2022-08-31,Admin,140357770.0,50846724.0,
58813,IT,2022-09-01,Admin,140379281.0,50847225.0,
58814,IT,2022-09-02,Admin,140398915.0,50847584.0,
58815,IT,2022-09-03,Admin,140415416.0,50847947.0,
58816,IT,2022-09-04,Admin,140424025.0,50848169.0,
58817,IT,2022-09-05,Admin,140424680.0,50848202.0,
58818,IT,2022-09-06,Admin,140439249.0,50848593.0,
58819,IT,2022-09-07,Admin,140455611.0,50848960.0,
58820,IT,2022-09-08,Admin,140471936.0,50849665.0,
58821,IT,2022-09-09,Admin,140488134.0,50849997.0,
58822,IT,2022-09-10,Admin,140502710.0,50850364.0,
58823,IT,2022-09-11,Admin,140509115.0,50850651.0,
58824,IT,2022-09-12,Admin,140509568.0,50850679.0,
58825,IT,2022-09-13,Admin,140520996.0,50850963.0,
58826,IT,2022-09-14,Admin,140535194.0,50851282.0,
58827,IT,2022-09-15,Admin,140551439.0,50851547.0,
58828,IT,2022-09-16,Admin,140569050.0,50851864.0,
58829,IT,2022-09-17,Admin,140586404.0,50852166.0,
58830,IT,2022-09-18,Admin,140594908.0,50852393.0,
58831,IT,2022-09-19,Admin,140595959.0,50852408.0,
58832,IT,2022-09-20,Admin,140609923.0,50852605.0,
58833,IT,2022-09-21,Admin,140627314.0,50852831.0,
58834,IT,2022-09-22,Admin,140645530.0,50853046.0,
58835,IT,2022-09-23,Admin,140665596.0,50853276.0,
58836,IT,2022-09-24,Admin,140685069.0,50853483.0,
58837,IT,2022-09-25,Admin,140695549.0,50853684.0,
58838,IT,2022-09-26,Admin,140696695.0,50853692.0,
58839,IT,2022-09-27,Admin,140714635.0,50853906.0,
58840,IT,2022-09-28,Admin,140737145.0,50854171.0,
58841,IT,2022-09-29,Admin,140762044.0,50854364.0,
58842,IT,2022-09-30,Admin,140788850.0,50854591.0,
58843,IT,2022-10-01,Admin,140814852.0,50854832.0,
58844,IT,2022-10-02,Admin,140827245.0,50854997.0,
58845,IT,2022-10-03,Admin,140829018.0,50855012.0,
58846,IT,2022-10-04,Admin,140850375.0,50855172.0,
58847,IT,2022-10-05,Admin,140878336.0,50855434.0,
58848,IT,2022-10-06,Admin,140912119.0,50855672.0,
58849,IT,2022-10-07,Admin,140952529.0,50855894.0,
58850,IT,2022-10-08,Admin,140996158.0,50856258.0,
58851,IT,2022-10-09,Admin,141017729.0,50856434.0,
58852,IT,2022-10-10,Admin,141020884.0,50856437.0,
58853,IT,2022-10-11,Admin,141057007.0,50856610.0,
58854,IT,2022-10-12,Admin,141103859.0,50856814.0,
58855,IT,2022-10-13,Admin,141152770.0,50857058.0,
58856,IT,2022-10-14,Admin,141207602.0,50857370.0,
58857,IT,2022-10-15,Admin,141261165.0,50857625.0,
58858,IT,2022-10-16,Admin,141286893.0,50857831.0,
58859,IT,2022-10-17,Admin,141290634.0,50857839.0,
58860,IT,2022-10-18,Admin,141330424.0,50858117.0,
58861,IT,2022-10-19,Admin,141383419.0,50858403.0,
58862,IT,2022-10-20,Admin,141438691.0,50858658.0,
58863,IT,2022-10-21,Admin,141499503.0,50858910.0,
58864,IT,2022-10-22,Admin,141554036.0,50859192.0,
58865,IT,2022-10-23,Admin,141580816.0,50859400.0,
58866,IT,2022-10-24,Admin,141584924.0,50859414.0,
58867,IT,2022-10-25,Admin,141625878.0,50859602.0,
58868,IT,2022-10-26,Admin,141677409.0,50859889.0,
58869,IT,2022-10-27,Admin,141733565.0,50860287.0,
58870,IT,2022-10-28,Admin,141792062.0,50860623.0,
58871,IT,2022-10-29,Admin,141844966.0,50860954.0,
58872,IT,2022-10-30,Admin,141869943.0,50861099.0,
58873,IT,2022-10-31,Admin,141873835.0,50861115.0,
58874,IT,2022-11-01,Admin,141902042.0,50861318.0,
58875,IT,2022-11-02,Admin,141905179.0,50861328.0,
58876,IT,2022-11-03,Admin,141942796.0,50861513.0,
58877,IT,2022-11-04,Admin,141991951.0,50861740.0,
58878,IT,2022-11-05,Admin,142038816.0,50861949.0,
58879,IT,2022-11-06,Admin,142062580.0,50862082.0,
58880,IT,2022-11-07,Admin,142065700.0,50862093.0,
58881,IT,2022-11-08,Admin,142098711.0,50862279.0,
58882,IT,2022-11-09,Admin,142142221.0,50862619.0,
58883,IT,2022-11-10,Admin,142185880.0,50862826.0,
58884,IT,2022-11-11,Admin,142233196.0,50863077.0,
58885,IT,2022-11-12,Admin,142276398.0,50863305.0,
58886,IT,2022-11-13,Admin,142298706.0,50863453.0,
58887,IT,2022-11-14,Admin,142302057.0,50863459.0,
58888,IT,2022-11-15,Admin,142332163.0,50863624.0,
58889,IT,2022-11-16,Admin,142370796.0,50863842.0,
58890,IT,2022-11-17,Admin,142411793.0,50864108.0,
58891,IT,2022-11-18,Admin,142453573.0,50864385.0,
58892,IT,2022-11-19,Admin,142494767.0,50864604.0,
58893,IT,2022-11-20,Admin,142513812.0,50864716.0,
58894,IT,2022-11-21,Admin,142516775.0,50864724.0,
58895,IT,2022-11-22,Admin,142544422.0,50864880.0,
58896,IT,2022-11-23,Admin,142577047.0,50865064.0,
58897,IT,2022-11-24,Admin,142613768.0,50865288.0,
58898,IT,2022-11-25,Admin,142651968.0,50865485.0,
58899,IT,2022-11-26,Admin,142688992.0,50865683.0,
58900,IT,2022-11-27,Admin,142708795.0,50865816.0,
58901,IT,2022-11-28,Admin,142712368.0,50865839.0,
58902,IT,2022-11-29,Admin,142740704.0,50866010.0,
58903,IT,2022-11-30,Admin,142776429.0,50866268.0,
58904,IT,2022-12-01,Admin,142815425.0,50866486.0,
58905,IT,2022-12-02,Admin,142852475.0,50866656.0,
58906,IT,2022-12-03,Admin,142889256.0,50866896.0,
58907,IT,2022-12-04,Admin,142908336.0,50867029.0,
58908,IT,2022-12-05,Admin,142910885.0,50867032.0,
58909,IT,2022-12-06,Admin,142940740.0,50867233.0,
58910,IT,2022-12-07,Admin,142977892.0,50867433.0,
58911,IT,2022-12-08,Admin,143009484.0,50867648.0,
58912,IT,2022-12-09,Admin,143010884.0,50867652.0,
58913,IT,2022-12-10,Admin,143038996.0,50867825.0,
58914,IT,2022-12-11,Admin,143053327.0,50867888.0,
58915,IT,2022-12-12,Admin,143055405.0,50867897.0,
58916,IT,2022-12-13,Admin,143081273.0,50868016.0,
58917,IT,2022-12-14,Admin,143113145.0,50868256.0,
58918,IT,2022-12-15,Admin,143147126.0,50868446.0,
58919,IT,2022-12-16,Admin,143181692.0,50868646.0,
58920,IT,2022-12-17,Admin,143214365.0,50868812.0,
58921,IT,2022-12-18,Admin,143229532.0,50868906.0,
58922,IT,2022-12-19,Admin,143231982.0,50868918.0,
58923,IT,2022-12-20,Admin,143253069.0,50869065.0,
58924,IT,2022-12-21,Admin,143277296.0,50869233.0,
58925,IT,2022-12-22,Admin,143299026.0,50869368.0,
58926,IT,2022-12-23,Admin,143315866.0,50869490.0,
58927,IT,2022-12-24,Admin,143325162.0,50869613.0,
58928,IT,2022-12-25,Admin,143326228.0,50869653.0,
58929,IT,2022-12-26,Admin,143326253.0,50869653.0,
58930,IT,2022-12-27,Admin,143326606.0,50869654.0,
58931,IT,2022-12-28,Admin,143337847.0,50869804.0,
58932,IT,2022-12-29,Admin,143351950.0,50869926.0,
58933,IT,2022-12-30,Admin,143367675.0,50870070.0,
58934,IT,2022-12-31,Admin,143381771.0,50870171.0,
58935,IT,2023-01-01,Admin,143384188.0,50870183.0,
58936,IT,2023-01-02,Admin,143384227.0,50870183.0,
58937,IT,2023-01-03,Admin,143394079.0,50870254.0,
58938,IT,2023-01-04,Admin,143411261.0,50870418.0,
58939,IT,2023-01-05,Admin,143430197.0,50870561.0,
58940,IT,2023-01-06,Admin,143445739.0,50870713.0,
58941,IT,2023-01-07,Admin,143446258.0,50870717.0,
58942,IT,2023-01-08,Admin,143452387.0,50870818.0,
58943,IT,2023-01-09,Admin,143453446.0,50870821.0,
58944,IT,2023-01-10,Admin,143467199.0,50870924.0,
58945,IT,2023-01-11,Admin,143485847.0,50871030.0,
58946,IT,2023-01-12,Admin,143504947.0,50871223.0,
58947,IT,2023-01-13,Admin,143524553.0,50871382.0,
58948,IT,2023-01-14,Admin,143542885.0,50871525.0,
58949,IT,2023-01-15,Admin,143552176.0,50871653.0,
58950,IT,2023-01-16,Admin,143553001.0,50871656.0,
58951,IT,2023-01-17,Admin,143564439.0,50871742.0,
58952,IT,2023-01-18,Admin,143577750.0,50871877.0,
58953,IT,2023-01-19,Admin,143592043.0,50872032.0,
58954,IT,2023-01-20,Admin,143606896.0,50872159.0,
58955,IT,2023-01-21,Admin,143620575.0,50872314.0,
58956,IT,2023-01-22,Admin,143626312.0,50872378.0,
58957,IT,2023-01-23,Admin,143626785.0,50872381.0,
58958,IT,2023-01-24,Admin,143634367.0,50872455.0,
58959,IT,2023-01-25,Admin,143645131.0,50872581.0,
58960,IT,2023-01-26,Admin,143655457.0,50872704.0,
58961,IT,2023-01-27,Admin,143665388.0,50872846.0,
58962,IT,2023-01-28,Admin,143673177.0,50872921.0,
58963,IT,2023-01-29,Admin,143676044.0,50872955.0,
58964,IT,2023-01-30,Admin,149861273.0,50873650.0,
58965,IT,2023-01-31,Admin,149861273.0,50873659.0,
58966,IT,2023-02-01,Admin,150074539.0,50873342.0,
58967,IT,2023-02-02,Admin,150074539.0,50873342.0,
58968,IT,2023-02-03,Admin,150074539.0,50873342.0,
58969,IT,2023-02-04,Admin,150074539.0,50873342.0,
58970,IT,2023-02-05,Admin,150074539.0,50873342.0,
58971,IT,2023-02-06,Admin,150074539.0,50874403.0,
58972,IT,2023-02-07,Admin,150074539.0,50874403.0,
58973,IT,2023-02-08,Admin,150074539.0,50874938.0,
58974,IT,2023-02-09,Admin,150074539.0,50874938.0,
58975,IT,2023-02-10,Admin,150074539.0,50875400.0,
58976,IT,2023-02-11,Admin,150074539.0,50875786.0,
58977,IT,2023-02-12,Admin,150074539.0,50876021.0,
58978,IT,2023-02-13,Admin,150074539.0,50876084.0,
